as_of_year,state_abbr,loan_purpose_name,loan_type_name,action_taken_name,count
2015,AL,Refinancing,Conventional,Application denied by financial institution,14957
2015,AL,Refinancing,Conventional,Application approved but not accepted,3259
2015,AK,Refinancing,VA-guaranteed,Loan originated,1328
2015,AK,Refinancing,VA-guaranteed,Application denied by financial institution,325
2015,AK,Refinancing,VA-guaranteed,Application approved but not accepted,55
2015,AK,Refinancing,FSA/RHS-guaranteed,Loan originated,3
2015,AK,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,2
2015,AK,Refinancing,FHA-insured,Loan originated,688
2015,AK,Refinancing,FHA-insured,Application denied by financial institution,309
2015,AK,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,8
2015,AK,Home purchase,FHA-insured,Loan originated,2185
2015,AK,Home purchase,FHA-insured,Application denied by financial institution,236
2015,AK,Home purchase,FHA-insured,Application approved but not accepted,102
2015,AK,Home purchase,Conventional,Loan originated,4476
2015,AK,Home purchase,Conventional,Application denied by financial institution,429
2015,AK,Home purchase,Conventional,Application approved but not accepted,240
2015,WY,Refinancing,Conventional,Application denied by financial institution,1535
2015,WY,Refinancing,Conventional,Application approved but not accepted,294
2015,AL,Home purchase,VA-guaranteed,Loan originated,5595
2015,AL,Home purchase,VA-guaranteed,Application denied by financial institution,819
2015,AL,Home purchase,VA-guaranteed,Application approved but not accepted,127
2015,WY,Home purchase,FHA-insured,Application denied by financial institution,215
2015,WY,Home purchase,FHA-insured,Application approved but not accepted,61
2015,WY,Home purchase,Conventional,Loan originated,4779
2015,WY,Home purchase,Conventional,Application denied by financial institution,652
2015,WY,Home purchase,Conventional,Application approved but not accepted,180
2015,WV,Refinancing,VA-guaranteed,Loan originated,1047
2015,WV,Refinancing,VA-guaranteed,Application denied by financial institution,458
2015,WV,Refinancing,VA-guaranteed,Application approved but not accepted,47
2015,WV,Refinancing,FSA/RHS-guaranteed,Loan originated,14
2015,WY,Refinancing,VA-guaranteed,Loan originated,752
2015,WY,Refinancing,VA-guaranteed,Application denied by financial institution,247
2015,WY,Refinancing,VA-guaranteed,Application approved but not accepted,54
2015,WY,Refinancing,FSA/RHS-guaranteed,Loan originated,8
2015,WY,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,6
2015,WY,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,3
2015,WY,Refinancing,FHA-insured,Loan originated,737
2015,WV,Refinancing,Conventional,Application approved but not accepted,446
2015,WV,Home purchase,VA-guaranteed,Loan originated,1361
2015,WV,Home purchase,VA-guaranteed,Application denied by financial institution,249
2015,WV,Home purchase,VA-guaranteed,Application approved but not accepted,57
2015,WV,Home purchase,FSA/RHS-guaranteed,Loan originated,1597
2015,WV,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,268
2015,WV,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,69
2015,WV,Home purchase,FHA-insured,Loan originated,2287
2015,WV,Home purchase,FHA-insured,Application denied by financial institution,599
2015,WY,Home purchase,VA-guaranteed,Loan originated,1144
2015,WY,Home purchase,VA-guaranteed,Application denied by financial institution,140
2015,WY,Home purchase,VA-guaranteed,Application approved but not accepted,26
2015,WY,Home purchase,FSA/RHS-guaranteed,Loan originated,802
2015,WY,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,115
2015,WY,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,34
2015,WY,Home purchase,FHA-insured,Loan originated,1819
2015,WI,Refinancing,FSA/RHS-guaranteed,Loan originated,97
2015,WI,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,74
2015,WI,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,3
2015,WI,Refinancing,FHA-insured,Loan originated,5975
2015,WI,Refinancing,FHA-insured,Application denied by financial institution,3675
2015,WI,Refinancing,FHA-insured,Application approved but not accepted,292
2015,WI,Refinancing,Conventional,Loan originated,65008
2015,WI,Refinancing,Conventional,Application denied by financial institution,17896
2015,WI,Refinancing,Conventional,Application approved but not accepted,2520
2015,WV,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,16
2015,WV,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,2
2015,WV,Refinancing,FHA-insured,Loan originated,1132
2015,WV,Refinancing,FHA-insured,Application denied by financial institution,1001
2015,WV,Refinancing,FHA-insured,Application approved but not accepted,55
2015,WV,Refinancing,Conventional,Loan originated,8400
2015,WV,Refinancing,Conventional,Application denied by financial institution,3695
2015,WI,Home purchase,FHA-insured,Application denied by financial institution,1653
2015,WI,Home purchase,FHA-insured,Application approved but not accepted,209
2015,WI,Home purchase,Conventional,Loan originated,54815
2015,WI,Home purchase,Conventional,Application denied by financial institution,6769
2015,WI,Home purchase,Conventional,Application approved but not accepted,2131
2015,WA,Refinancing,VA-guaranteed,Loan originated,12142
2015,WA,Refinancing,VA-guaranteed,Application denied by financial institution,2921
2015,WA,Refinancing,VA-guaranteed,Application approved but not accepted,696
2015,WA,Refinancing,FSA/RHS-guaranteed,Loan originated,67
2015,WV,Home purchase,FHA-insured,Application approved but not accepted,119
2015,WV,Home purchase,Conventional,Loan originated,10084
2015,WV,Home purchase,Conventional,Application denied by financial institution,3826
2015,WV,Home purchase,Conventional,Application approved but not accepted,789
2015,WI,Refinancing,VA-guaranteed,Loan originated,3171
2015,WI,Refinancing,VA-guaranteed,Application denied by financial institution,1341
2015,WI,Refinancing,VA-guaranteed,Application approved but not accepted,134
2015,WA,Refinancing,Conventional,Application approved but not accepted,4188
2015,WA,Home purchase,VA-guaranteed,Loan originated,12868
2015,WA,Home purchase,VA-guaranteed,Application denied by financial institution,1402
2015,WA,Home purchase,VA-guaranteed,Application approved but not accepted,555
2015,WA,Home purchase,FSA/RHS-guaranteed,Loan originated,2389
2015,WA,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,405
2015,WA,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,111
2015,WA,Home purchase,FHA-insured,Loan originated,19741
2015,WA,Home purchase,FHA-insured,Application denied by financial institution,2873
2015,WI,Home purchase,VA-guaranteed,Loan originated,3713
2015,WI,Home purchase,VA-guaranteed,Application denied by financial institution,586
2015,WI,Home purchase,VA-guaranteed,Application approved but not accepted,78
2015,WI,Home purchase,FSA/RHS-guaranteed,Loan originated,2398
2015,WI,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,484
2015,WI,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,63
2015,WI,Home purchase,FHA-insured,Loan originated,8394
2015,VT,Refinancing,FSA/RHS-guaranteed,Loan originated,1
2015,VT,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,1
2015,VT,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,1
2015,VT,Refinancing,FHA-insured,Loan originated,360
2015,VT,Refinancing,FHA-insured,Application denied by financial institution,298
2015,VT,Refinancing,FHA-insured,Application approved but not accepted,18
2015,VT,Refinancing,Conventional,Loan originated,5533
2015,VT,Refinancing,Conventional,Application denied by financial institution,1948
2015,VT,Refinancing,Conventional,Application approved but not accepted,390
2015,WA,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,44
2015,WA,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,10
2015,WA,Refinancing,FHA-insured,Loan originated,10452
2015,WA,Refinancing,FHA-insured,Application denied by financial institution,4860
2015,WA,Refinancing,FHA-insured,Application approved but not accepted,691
2015,WA,Refinancing,Conventional,Loan originated,78062
2015,WA,Refinancing,Conventional,Application denied by financial institution,25923
2015,VT,Home purchase,FHA-insured,Application denied by financial institution,145
2015,VT,Home purchase,FHA-insured,Application approved but not accepted,25
2015,VT,Home purchase,Conventional,Loan originated,4862
2015,VT,Home purchase,Conventional,Application denied by financial institution,677
2015,VT,Home purchase,Conventional,Application approved but not accepted,302
2015,VA,Refinancing,VA-guaranteed,Loan originated,19654
2015,VA,Refinancing,VA-guaranteed,Application denied by financial institution,5596
2015,VA,Refinancing,VA-guaranteed,Application approved but not accepted,1345
2015,VA,Refinancing,FSA/RHS-guaranteed,Loan originated,38
2015,WA,Home purchase,FHA-insured,Application approved but not accepted,869
2015,WA,Home purchase,Conventional,Loan originated,72536
2015,WA,Home purchase,Conventional,Application denied by financial institution,8321
2015,WA,Home purchase,Conventional,Application approved but not accepted,3272
2015,VT,Refinancing,VA-guaranteed,Loan originated,277
2015,VT,Refinancing,VA-guaranteed,Application denied by financial institution,127
2015,VT,Refinancing,VA-guaranteed,Application approved but not accepted,17
2015,VA,Refinancing,Conventional,Application approved but not accepted,4253
2015,VA,Home purchase,VA-guaranteed,Loan originated,19397
2015,VA,Home purchase,VA-guaranteed,Application denied by financial institution,1763
2015,VA,Home purchase,VA-guaranteed,Application approved but not accepted,759
2015,VA,Home purchase,FSA/RHS-guaranteed,Loan originated,3321
2015,VA,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,519
2015,VA,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,104
2015,VA,Home purchase,FHA-insured,Loan originated,21526
2015,VA,Home purchase,FHA-insured,Application denied by financial institution,3389
2015,VT,Home purchase,VA-guaranteed,Loan originated,349
2015,VT,Home purchase,VA-guaranteed,Application denied by financial institution,67
2015,VT,Home purchase,VA-guaranteed,Application approved but not accepted,10
2015,VT,Home purchase,FSA/RHS-guaranteed,Loan originated,460
2015,VT,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,89
2015,VT,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,14
2015,VT,Home purchase,FHA-insured,Loan originated,574
2015,UT,Refinancing,FSA/RHS-guaranteed,Loan originated,39
2015,UT,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,18
2015,UT,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,2
2015,UT,Refinancing,FHA-insured,Loan originated,8168
2015,UT,Refinancing,FHA-insured,Application denied by financial institution,1921
2015,UT,Refinancing,FHA-insured,Application approved but not accepted,340
2015,UT,Refinancing,Conventional,Loan originated,34472
2015,UT,Refinancing,Conventional,Application denied by financial institution,11037
2015,UT,Refinancing,Conventional,Application approved but not accepted,1826
2015,VA,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,61
2015,VA,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,11
2015,VA,Refinancing,FHA-insured,Loan originated,13575
2015,VA,Refinancing,FHA-insured,Application denied by financial institution,7568
2015,VA,Refinancing,FHA-insured,Application approved but not accepted,1211
2015,VA,Refinancing,Conventional,Loan originated,72209
2015,VA,Refinancing,Conventional,Application denied by financial institution,26062
2015,UT,Home purchase,FHA-insured,Application denied by financial institution,1715
2015,UT,Home purchase,FHA-insured,Application approved but not accepted,378
2015,UT,Home purchase,Conventional,Loan originated,33929
2015,UT,Home purchase,Conventional,Application denied by financial institution,3727
2015,UT,Home purchase,Conventional,Application approved but not accepted,1267
2015,TX,Refinancing,VA-guaranteed,Loan originated,16891
2015,TX,Refinancing,VA-guaranteed,Application denied by financial institution,4789
2015,TX,Refinancing,VA-guaranteed,Application approved but not accepted,1274
2015,TX,Refinancing,FSA/RHS-guaranteed,Loan originated,48
2015,VA,Home purchase,FHA-insured,Application approved but not accepted,685
2015,VA,Home purchase,Conventional,Loan originated,61689
2015,VA,Home purchase,Conventional,Application denied by financial institution,7864
2015,VA,Home purchase,Conventional,Application approved but not accepted,2442
2015,UT,Refinancing,VA-guaranteed,Loan originated,3193
2015,UT,Refinancing,VA-guaranteed,Application denied by financial institution,594
2015,UT,Refinancing,VA-guaranteed,Application approved but not accepted,109
2015,TX,Refinancing,Conventional,Application approved but not accepted,11465
2015,TX,Home purchase,VA-guaranteed,Loan originated,34921
2015,TX,Home purchase,VA-guaranteed,Application denied by financial institution,4712
